Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Books: Five Best,"The book remains one of the best chronicles of the Indian middle class's enduring love affair with the West, even if England has since been replaced by the U.S. as the object of desire. 4.",399112009,Newspapers," Kakar, Sudhir
Kakar
Sudhir
Sudhir Kakar",,," (c) 2009 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1673269351 , 42413351 , 7510 , WSJ , DWJNJ000000020090404e5440000k", Feature," Apr 4, 2009",0099-9660, English, English, W.8," New York, N.Y.","Apr 4, 2009",Wall Street Journal,2009,https://search.proquest.com/docview/399112009?accountid=14496,,,, W.8,," Books , India , Calasso, Roberto , Newby, Eric , Chaudhuri, Nirad , Naipaul, V S , Ramanujan, A K",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Books%3A+Five+Best&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2009-04-04&amp;volume=&amp;issue=&amp;spage=W.8&amp;au=Kakar%2C+Sudhir&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Taking The Fight to The Cartels,[...] Mexico received virtually no attention during the 2008 presidential campaign. [...] increase aid to the Mexican government.,410299343,Newspapers," Kussman, Josh
Kussman
Josh
Josh Kussman , Goebel, Brian C
Goebel
C
Brian
Brian C Goebel",,," Copyright The Washington Post Company Apr 4, 2009"," 1673309531 , 42414091 , 7653 , TWP , WPXX200904040F41BD4D", Commentary," Apr 4, 2009",0190-8286, English, English, A.15," Washington, D.C.","Apr 4, 2009",The Washington Post,2009,https://search.proquest.com/docview/410299343?accountid=14496,,,, A.15,," Law enforcement , Criminal investigations , Political campaigns , Methamphetamines , Legislation , Drugs , Violence , Cartels , Organized crime , Drug trafficking , United States--US , Mexico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Taking+The+Fight+to+The+Cartels&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-04-04&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Kussman%2C+Josh%3BGoebel%2C+Brian+C&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
To Live With 'The Love of My Life',,410319657,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Apr 4, 2009"," 1673309101 , 42414091 , 7653 , TWP , WPXX200904040F41BD1D", Editorial," Apr 4, 2009",0190-8286, English, English, A.14," Washington, D.C.","Apr 4, 2009",The Washington Post,2009,https://search.proquest.com/docview/410319657?accountid=14496,,,, A.14,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=To+Live+With+%27The+Love+of+My+Life%27&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-04-04&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Now It's Obama's World; The Listener in Chief Needs to Start Acting,"[...] though, an aside: The White House is working on an elaborate plan to restore U.S. leadership on global nonproliferation and disarmament, which Bush disdained.",410289544,Newspapers," Hoagland, Jim
Hoagland
Jim
Jim Hoagland",,," Copyright The Washington Post Company Apr 5, 2009"," 1673698081 , 42419911 , 7653 , TWP , WPXX200904050F42B9FF", Commentary," Apr 5, 2009",0190-8286, English, English, A.19," Washington, D.C.","Apr 5, 2009",The Washington Post,2009,https://search.proquest.com/docview/410289544?accountid=14496,,,, A.19,," Leadership , Presidents , National security , United States--US , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Now+It%27s+Obama%27s+World%3B+The+Listener+in+Chief+Needs+to+Start+Acting&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Hoagland%2C+Jim&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Drivers in Dilemma As Md. Shifts Gears On License Policy,"[...] as soon as June 1, illegal immigrants in Maryland will likely face new obstacles in their ability to move around, a change with implications for motorists across the region. Since 2006, the state has processed about 350,000 licenses for drivers using foreign documents without U.S. visa stamps.",410295966,Newspapers," Rein, Lisa
Rein
Lisa
Lisa Rein , Nick Miroff - Washington Post Staff Writers
Nick Miroff - Washington Post Staff Writers",,," Copyright The Washington Post Company Apr 5, 2009"," 1673698351 , 42419911 , 7653 , TWP , WPXX200904050F42BA23", News," Apr 5, 2009",0190-8286, English, English, C.1," Washington, D.C.","Apr 5, 2009",The Washington Post,2009,https://search.proquest.com/docview/410295966?accountid=14496,,,, C.1,," Fraud , Aliens , Drivers licenses , Maryland",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Drivers+in+Dilemma+As+Md.+Shifts+Gears+On+License+Policy&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Rein%2C+Lisa%3BNick+Miroff+-+Washington+Post+Staff+Writers&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Civil rights post nominee may need to brace himself; Thomas Perez is expected to be confirmed by the Senate, but not without a fight.","Cruz Reynoso -- the first Latino on the California Supreme Court, who also helped lead a review of the U.S. Commission on Civil Rights for the Obama transition -- expressed concern that the president had withdrawn the expected appointment of Thomas Saenz, an advisor to Los Angeles Mayor Antonio Villaraigosa, to avoid a confirmation fight over immigration issues.",422259455,Newspapers," West, Paul
West
Paul
Paul West",," Department of Justice
922130", (Copyright (c) 2009 Los Angeles Times)," 1673657151 , 42419421 , 7683 , ANGE , LATM090014505", News," Apr 5, 2009",0458-3035, English, English, A.4," Los Angeles, Calif.","Apr 5, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422259455?accountid=14496,,,, A.4,," Immigration , State laws , Racial profiling , Nominations , Civil rights , United States--US , Obama, Barack , Perez, Thomas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Civil+rights+post+nominee+may+need+to+brace+himself%3B+Thomas+Perez+is+expected+to+be+confirmed+by+the+Senate%2C+but+not+without+a+fight.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=West%2C+Paul&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Gunman targeted strangers; Jiverly Wong was shy, jobless and struggled with English. But Binghamton is at a loss to explain his rampage.","Layla Khalil survived the worst of the war in Iraq, dodging death when bombs exploded near her Baghdad bus, escaping again when her home was caught in an insurgent attack and worrying when one of her sons was wounded while working for U.S. forces in the Green Zone. Police forensic experts plan to examine the hard drive of a computer seized at Wong's home, and the FBI will help prepare a psychological profile, officials said.",422262655,Newspapers," Drogin, Bob
Drogin
Bob
Bob Drogin , Baum, Geraldine
Baum
Geraldine
Geraldine Baum , Tran, My-Thuan
Tran
My-Thuan
My-Thuan Tran",,, (Copyright (c) 2009 Los Angeles Times)," 1673657371 , 42419421 , 7683 , ANGE , LATM090014492", News," Apr 5, 2009",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 5, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422262655?accountid=14496,,,, A.1,," Shootings , Mass murders , Suicides & suicide attempts , Binghamton New York , Wong, Jiverly A",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Gunman+targeted+strangers%3B+Jiverly+Wong+was+shy%2C+jobless+and+struggled+with+English.+But+Binghamton+is+at+a+loss+to+explain+his+rampage.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Drogin%2C+Bob%3BBaum%2C+Geraldine%3BTran%2C+My-Thuan&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
HOW I MADE IT: JAIME MASADA; Getting serious about making people laugh,First job: Inspired by tragedy: A comedian friend of Masada's jumped off the Hyatt House Hotel; the suicide was blamed on the man's frustration with the entertainment industry and with living in poverty.,422296704,Newspapers," Olivarez-Giles, Nathan
Olivarez-Giles
Nathan
Nathan Olivarez-Giles",, Laugh Factory, (Copyright (c) 2009 Los Angeles Times)," 1673658131 , 42419421 , 7683 , ANGE , LATM090014392", Feature," Apr 5, 2009",0458-3035, English, English, B.2," Los Angeles, Calif.","Apr 5, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422296704?accountid=14496,,,, B.2,," Comedians , Entertainment industry , Nightclubs , California , Masada, Jamie",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=HOW+I+MADE+IT%3A+JAIME+MASADA%3B+Getting+serious+about+making+people+laugh&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Olivarez-Giles%2C+Nathan&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"An age of change for Catholics?; A third of U.S. bishops, Mahony included, turn 75 soon and must retire. It's a chance to renew the church's image.","Nationwide, the retirements will provide Pope Benedict XVI a chance to put his stamp on a church that is struggling to serve growing ranks of immigrants and recover from clergy sexual abuse scandals. Church scholars say the departures of so many high-level prelates -- a coincidence as well as a rarity -- will open the door to a new generation of leaders unencumbered by the U.S. Catholic Church's sexual abuse crisis, which has led to more than $2 billion in legal settlements.",422405502,Newspapers," Helfand, Duke
Helfand
Duke
Duke Helfand",," Roman Catholic Archdiocese-Los Angeles CA
813110", (Copyright (c) 2009 Los Angeles Times)," 1673657141 , 42419421 , 7683 , ANGE , LATM090014495", News," Apr 5, 2009",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 5, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422405502?accountid=14496,,,, A.1,," Clergy , Sex crimes , Mandatory retirement , Hispanics , Appointments & personnel changes , Los Angeles California , Mahony, Roger M",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=An+age+of+change+for+Catholics%3F%3B+A+third+of+U.S.+bishops%2C+Mahony+included%2C+turn+75+soon+and+must+retire.+It%27s+a+chance+to+renew+the+church%27s+image.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Helfand%2C+Duke&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Mexican Bands Hear Success Calling,"Mexicans are everywhere now. Because fans of regional Mexican music tend to be working-class immigrants and their United States-born children, they don't fit the typical musical consumption patterns of the digital age.",434071070,Newspapers," Kun, Josh
Kun
Josh
Josh Kun", NYTIAO," Los Pikadientes de Caborca
711130"," Copyright New York Times Company Apr 5, 2009"," 1673691261 , 42414001 , 7818 , NYTIAO , NYT , 574180-20090405", Feature," Apr 5, 2009",0362-4331, English, English, AR.24," New York, N.Y.","Apr 5, 2009",New York Times,2009,https://search.proquest.com/docview/434071070?accountid=14496,,,, AR.24,," Music industry , Rock music , Musicians & conductors , Popularity , Latin music , Marketing",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Mexican+Bands+Hear+Success+Calling%3A+%5BArts+and+Leisure+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2009-04-05&amp;volume=&amp;issue=&amp;spage=AR.24&amp;au=Kun%2C+Josh&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
