Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"U.S. News: Bushmeat Presents Latest Food Scare --- Researchers Find Strains of a Virus Related to HIV in Illegal Imports of Primate Flesh, a Delicacy to Some Africans","In 2008, the Wildlife Conservation Society, a nonprofit which runs many of New York City's zoos, and the Centers for Disease Control and Prevention joined forces to test illegally imported meat entering the New York City area from West Africa for dangerous diseases such as monkey pox, the virus that causes SARS and retroviruses such as HIV.",399127017,Newspapers," Stonington, Joel
Stonington
Joel
Joel Stonington",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2008219911 , 51670311 , 7510 , WSJ , DWJNJ000000020100414e64e00027", News," Apr 14, 2010",0099-9660, English, English, A.5," New York, N.Y.","Apr 14, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399127017?accountid=14496," 1300 International trade & foreign investment , 8610 Food processing industry , 9190 United States"," 1300 International trade & foreign investment , 8610 Food processing industry , 9190 United States"," 1300 International trade & foreign investment , 8610 Food processing industry , 9190 United States", A.5," 1300 International trade & foreign investment , 8610 Food processing industry , 9190 United States"," Primates , Rodents , Wildlife conservation , Animal diseases , Food safety , New York , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Bushmeat+Presents+Latest+Food+Scare+---+Researchers+Find+Strains+of+a+Virus+Related+to+HIV+in+Illegal+Imports+of+Primate+Flesh%2C+a+Delicacy+to+Some+Africans&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-14&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Stonington%2C+Joel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"An almost predictable capriciousness; Libya's push to attract investment, build tourism is frustrated by the behavior of its own government","The charges were dropped, but the feud has continued -- a stark example of the Libyan government's unpredictability. Since Libya's diplomatic isolation ended more than six years ago, the country has tried hard to attract foreign investors and promote tourism in an effort to diversify its oil-dependent economy.",410354616,Newspapers," Sudarsan Raghavan in leptis magna libya
Sudarsan Raghavan in leptis magna libya",,," Copyright The Washington Post Company Apr 14, 2010"," 2008253821 , 51670881 , 7653 , TWP , WPXX2010041412B52AD8", News," Apr 14, 2010",0190-8286, English, English, A.8," Washington, D.C.","Apr 14, 2010",The Washington Post,2010,https://search.proquest.com/docview/410354616?accountid=14496,,,, A.8,," Petroleum industry , Public officials , Foreign investment , Tourism , Libya",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=An+almost+predictable+capriciousness%3B+Libya%27s+push+to+attract+investment%2C+build+tourism+is+frustrated+by+the+behavior+of+its+own+government&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-04-14&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Sudarsan+Raghavan+in+leptis+magna+libya&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Stern Retires From Union,"Mr. Stern said SEIU added 1.2 million new members during his presidency, and SEIU is often credited as the fastest-growing labor union in the U.S. He also helped transform the SEIU into one of the most potent political forces in Washington.",237983404,Newspapers," Maher, Kris
Maher
Kris
Kris Maher , Trottman, Melanie
Trottman
Melanie
Melanie Trottman",," Service Employees International Union
813930"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2009279601 , 51683511 , 117310 , WSJO , WSJOWSJO000020100415e64f000m9", News," Apr 15, 2010",, English, English, n/a," New York, N.Y.","Apr 15, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/237983404?accountid=14496,,,, n/a,," Labor unions , Retirement",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Stern+Retires+From+Union&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Maher%2C+Kris%3BTrottman%2C+Melanie&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
The Great Debate: Experts' Scorecard; Experts give marks out of 10 for leaders looking to get into 10 Downing St.,,237983413,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2010202071 , 51683511 , 117310 , WSJO , WSJOWSJO000020100415e64f009nr", News," Apr 15, 2010",, English, English, n/a," New York, N.Y.","Apr 15, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/237983413?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Great+Debate%3A+Experts%27+Scorecard%3B+Experts+give+marks+out+of+10+for+leaders+looking+to+get+into+10+Downing+St.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Imam Avoids Prison in New York Terror Case,"Ahmad Afzali, who was detained for several days after his arrest last fall, won't serve more time behind bars, said U.S. District Judge Frederic Block at a Thursday hearing in federal court in Brooklyn, N.Y. Mr. Afzali, who is a mosque imam in Queens, pleaded guilty in March to making false statements to the government, including lying about whether he told a terror suspect that federal authorities were on his trail.",237983593,Newspapers," Efrati, Amir
Efrati
Amir
Amir Efrati",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2010157961 , 51683511 , 117310 , WSJO , WSJOWSJO000020100415e64f008kd", News," Apr 15, 2010",, English, English, n/a," New York, N.Y.","Apr 15, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/237983593?accountid=14496,,,, n/a,," Criminal investigations , New York , United States--US , Afzali, Ahmad , Zazi, Najibullah",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Imam+Avoids+Prison+in+New+York+Terror+Case&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Efrati%2C+Amir&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Immigration Raid Targets Vast Network; Authorities Arrest 47 Alleged Leaders of Human-Smuggling Chain Stretching From Mexico to Cities Throughout U.S.,"PHOENIX--More than 800 federal agents fanned out across Arizona and other states Thursday to dismantle a network that allegedly transported thousands of illegal immigrants from the Mexico border to cities across the U.S. Authorities arrested 47 alleged leaders of the human-trafficking chain in raids at shuttle-bus operations and more than 50 houses where illegal immigrants were held by smuggling gangs. Law-enforcement officers in Phoenix collected documents and seized white vans inscribed with ""Sergio's Shuttle"" and the business telephone number at a shuttle firm located in a strip-mall of a mainly Hispanic neighborhood.",237983615,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2010560461 , 51683511 , 117310 , WSJO , WSJOWSJO000020100415e64f0089a", News," Apr 15, 2010",, English, English, n/a," New York, N.Y.","Apr 15, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/237983615?accountid=14496,,,, n/a,," Aliens , Immigration policy , Smuggling , Criminal investigations , Organized crime , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Raid+Targets+Vast+Network%3B+Authorities+Arrest+47+Alleged+Leaders+of+Human-Smuggling+Chain+Stretching+From+Mexico+to+Cities+Throughout+U.S.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
U.S. News: Politics Show In Spanish Set to Debut,"By 2050, Hispanics could make up as much as 25% of the voting-age population, said Mark Hugo Lopez, associate director of the nonpartisan Pew Hispanic Center. [...] these voters are up for grabs:",399133864,Newspapers," Chozick, Amy
Chozick
Amy
Amy Chozick , Davis, Susan
Davis
Susan
Susan Davis",," NBC Universal Inc
512110
515120 , Telemundo Communications Group Inc
515120"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2009433171 , 51688381 , 7510 , WSJ , DWJNJ000000020100415e64f0002a", News," Apr 15, 2010",0099-9660, English, English, A.6," New York, N.Y.","Apr 15, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/399133864?accountid=14496,,,, A.6,," Hispanic Americans , Legislators , Spanish language , Politics , Television programs -- Enfoque , Washington DC , Obama, Michelle",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Politics+Show+In+Spanish+Set+to+Debut&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Chozick%2C+Amy%3BDavis%2C+Susan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The census as scare tactic,"The Supreme Court has ruled, correctly in our view, that illegal immigrant children have the right to attend school, and Congress has determined that all residents have a right to emergency medical care.",422286460,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2009430771 , 51688341 , 7683 , ANGE , LATM100014786", Editorial," Apr 15, 2010",0458-3035, English, English, A.16," Los Angeles, Calif.","Apr 15, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/422286460?accountid=14496,,,, A.16,," Census of Population , Aliens , Immigration policy , Civil rights , Political action committees--PAC , Editorials -- Census of Population , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=The+census+as+scare+tactic&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
FOR THE RECORD,,422298928,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2009431061 , 51688341 , 7683 , ANGE , LATM100014744", News," Apr 15, 2010",0458-3035, English, English, A.4," Los Angeles, Calif.","Apr 15, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/422298928?accountid=14496,,,, A.4,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=FOR+THE+RECORD%3A+%5B5%5D&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Arizona strategy: Make life tough for immigrants,"The sweeping bill, SB 1070, passed by the Legislature on Tuesday makes it a crime to lack proper immigration paperwork and requires police, if they suspect someone is in the country illegally, to determine his or her immigration status. 35 Republicans backed the measure and 21 Democrats opposed it -- was greeted with populist applause from anti-illegal-immigration activists and a smattering of protests from civil liberties and immigrant rights groups.",422312313,Newspapers," Riccardi, Nicholas
Riccardi
Nicholas
Nicholas Riccardi , Powers, Ashley
Powers
Ashley
Ashley Powers",,, (Copyright (c) 2010 Los Angeles Times)," 2009430751 , 51688341 , 7683 , ANGE , LATM100014802", News," Apr 15, 2010",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 15, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/422312313?accountid=14496,,,, A.1,," Civil rights , Racial profiling , Aliens , Immigration policy , Legislation -- Arizona , Arizona",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Arizona+strategy%3A+Make+life+tough+for+immigrants&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-04-15&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Riccardi%2C+Nicholas%3BPowers%2C+Ashley&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
