Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
NEWS BRIEFING,"  Obama orders U.S. to factor climate into defense planning President Barack Obama signed a presidential memorandum Wednesday establishing that the effect of climate change must be factored into the development of all national security-related doctrine, policies and plans.",1822054489,Newspapers,,," Congress
921120", (Copyright 2016 by the Chicago Tribune)," 4189808751 , 107920022 , 7684 , CTRB , TRIB20160921261554325", News," Sep 22, 2016",1085-6706, English, English, 17," Chicago, Ill.","Sep 22, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1822054489?accountid=14496, 17," Boating accidents & safety , Climate change , Emissions , National security , United States--US , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=NEWS+BRIEFING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=17&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"When Life's a Crazy Mess, Try Going Onstage",  First he wondered how the wedding D.J. might remix polka and reggaeton.,1822058781,Newspapers," Soloski, Alexis
Soloski
Alexis
Alexis Soloski , Soloski, Alexis
Soloski
Alexis
Alexis Soloski", NYTIAO,," Copyright New York Times Company Sep 22, 2016"," 4189882561 , 107915182 , 7818 , NYTIAO , NYT , 498580-20160922", Review," Sep 22, 2016",0362-4331, English, English,," New York, N.Y.","Sep 22, 2016",New York Times,2016,https://search.proquest.com/docview/1822058781?accountid=14496, n/a," Immigration , Stage managers , El Salvador , Watts, Reggie , Parks, Rosa",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=When+Life%27s+a+Crazy+Mess%2C+Try+Going+Onstage%3A+%5BReview%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Soloski%2C+Alexis&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Fund Chief Accused Of Insider Trading,"  In the appeal of his conviction, his lawyers are relying on a 2014 decision by the New York-based Second U.S. Circuit Court of Appeals that limited insider-trading prosecutions.",1822061017,Newspapers," Chung, Juliet
Chung
Juliet
Juliet Chung; Aruna Viswanatha; Christopher M. Matthews , Viswanatha, Aruna
Viswanatha
Aruna , Matthews, Christopher M
Matthews
M
Christopher , Chung, Juliet
Chung
Juliet
Juliet Chung , Viswanatha, Aruna
Viswanatha
Aruna
Aruna Viswanatha , Matthews, Christopher M
Matthews
M
Christopher
Christopher M. Matthews",," Omega Advisors Inc
523930 , Securities & Exchange Commission
926150"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4189843111 , 107917682 , 7510 , WSJ , DWJNJ000000020160922ec9m0003c", News," Sep 22, 2016",0099-9660, English, English, A.1," New York, N.Y.","Sep 22, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1822061017?accountid=14496, A.1," Convictions , Public prosecutors , United States--US , Cooperman, Leon G",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Fund+Chief+Accused+Of+Insider+Trading&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Chung%2C+Juliet%3BViswanatha%2C+Aruna%3BMatthews%2C+Christopher+M&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"The 10-Point. A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.","  TOP STORIES U.S. One Person Shot as Charlotte Protests Continue N.Y. Bomb Suspect Allegedly Built Devices in Plain View WORLD Army Chief's Retirement to Test Civilian Rule in Pakistan Switzerland Moves Closer to Compromise Over EU Immigration BUSINESS Anthem, Cigna Accuse Each Other of Merger Breach Apple Looking to Bolster Car Project MARKETS Global Stocks Extend Gains After Fed Holds Rates Postal Savings Bank of China Raises $7.4 Billion in IPO Number of the Day 43% Hillary Clinton's support among voters in a new Wall Street Journal/NBC News poll .",1822078167,Newspapers," Baker, Gerard
Baker
Gerard
Gerard Baker , Baker, Gerard
Baker
Gerard
Gerard Baker",," United Nations--UN
928120 , Atlas Pipeline Partners
486210"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4189975511 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160922ec9m004bm", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822078167?accountid=14496, n/a," Interest rates , Truces & cease fires , Insider trading , Russia , United States--US , Syria",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+10-Point.+A+personal%2C+guided+tour+to+the+best+scoops+and+stories+every+day+in+The+Wall+Street+Journal%2C+from+Editor+in+Chief+Gerard+Baker.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Baker%2C+Gerard&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Turkey's Battle With Muslim Cleric Careens Through U.S. Classrooms; American charter schools have become embroiled in a proxy fight between Turkish President Recep Tayyip Erdogan and Fethullah Gulen,,1822119675,Newspapers," Dugan, Ianthe Jeanne
Dugan
Jeanne
Ianthe
Ianthe Jeanne Dugan; Douglas Belkin , Belkin, Douglas
Belkin
Douglas , Dugan, Ianthe Jeanne
Dugan
Jeanne
Ianthe
Ianthe Jeanne Dugan , Belkin, Douglas
Belkin
Douglas
Douglas Belkin",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4190200501 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160922ec9m0063j", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822119675?accountid=14496, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Turkey%27s+Battle+With+Muslim+Cleric+Careens+Through+U.S.+Classrooms%3B+American+charter+schools+have+become+embroiled+in+a+proxy+fight+between+Turkish+President+Recep+Tayyip+Erdogan+and+Fethullah+Gulen&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Dugan%2C+Ianthe+Jeanne%3BBelkin%2C+Douglas&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Immigration Does More Good Than Harm to Economy, Study Finds; First broad look at topic in nearly 20 years sheds light on subject at forefront of presidential race",  [...]isn't definitively clear if one segment of the immigrant population is having a greater impact on the economy or government budgets.,1822171408,Newspapers," Sparshott, Jeffrey
Sparshott
Jeffrey
Jeffrey Sparshott , Sparshott, Jeffrey
Sparshott
Jeffrey
Jeffrey Sparshott",," National Academies
541711"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4190643401 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160922ec9m0093t", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822171408?accountid=14496, n/a," Aliens , Immigration policy , Population , Presidential elections , United States--US , Trump, Donald J , Clinton, Hillary",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Does+More+Good+Than+Harm+to+Economy%2C+Study+Finds%3B+First+broad+look+at+topic+in+nearly+20+years+sheds+light+on+subject+at+forefront+of+presidential+race&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Sparshott%2C+Jeffrey&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Iraqi Catholic Church in U.S. Torn by Immigration Efforts; In opposition to church officials, some Iraqis in the U.S. have been helping Christians escape Iraq",,1822214826,Newspapers," Lovett, Ian
Lovett
Ian
Ian Lovett , Lovett, Ian
Lovett
Ian
Ian Lovett",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4190783211 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160922ec9m00cch", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822214826?accountid=14496, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Iraqi+Catholic+Church+in+U.S.+Torn+by+Immigration+Efforts%3B+In+opposition+to+church+officials%2C+some+Iraqis+in+the+U.S.+have+been+helping+Christians+escape+Iraq&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Lovett%2C+Ian&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
World Watch,,1822354082,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4191332661 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160922ec9m00bkr", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822354082?accountid=14496, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+Watch%3A+%5B1%5D&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
U.S. Watch,"  Senate Majority Leader Mitch McConnell (R., Ky.) on Thursday introduced legislation that would keep the government funded through Dec. 9, but Democrats said they weren't ready to sign on to a bill that didn't address the drinking water crisis in Flint.",1822354179,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",," NBC News Channel
515120"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4191332721 , 107907832 , 117310 , WSJO , WSJOWSJO20160922000020160923ec9m001p8", News," Sep 22, 2016",, English, English, n/a," New York, N.Y.","Sep 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1822354179?accountid=14496, n/a," Bills , Immigration policy , Bombings , Funding , Hispanics , Zika virus , United States--US , Pakistan , New York , Obama, Barack , McConnell, Mitch , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+Watch%3A+%5B1%5D&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"On foreign policy, Trump is the worst of all worlds (Posted 2016-09-22 23:34:15)","  Trump is a real-estate developer who takes any domestic terrorist attack -- whatever the actual circumstances -- as confirmation of his views on a lax immigration system, as evidence of a law-enforcement system hobbled by political correctness and as cause for more aggressive profiling of Muslims, Arabs or whomever he is currently defining as the threat.",1823519083,Newspapers,,," Republican Party
813940"," (Copyright The Washington Post Company, Sep 22, 2016)"," 4195665421 , 107915462 , 7653 , TWP , WPXX201609222016092223341500OnforeignpolicyTrumpistheworstofallwo", Editorial," Sep 22, 2016",0190-8286, English, English,," Washington, D.C.","Sep 22, 2016",The Washington Post,2016,https://search.proquest.com/docview/1823519083?accountid=14496, n/a," Nominations , Muslims , Displaced persons , Leadership , Counterterrorism , Middle East",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=On+foreign+policy%2C+Trump+is+the+worst+of+all+worlds+%28Posted+2016-09-22+23%3A34%3A15%29%3A+The+candidate+is+uninformed+and+dangerously+outspoken+about+it.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Going Out Guide for Maryland, Sept. 2-28, 2016 (Posted 2016-09-22 15:50:25)","  Song of the Goat Theatre The Polish theater company performs ""Songs of Lear,"" a song cycle inspired by Shakespeare's ""King Lear"" that took top honors at the 2012 Edinburgh Fringe Festival. TUE 27 ""Hands Up, Don't Shoot! A Conversation About Race, Policing and Protesting in America"" A screening of the film ""Fruitvale Station,"" followed by a discussion about racism, mass shootings and police brutality. 2-4:30 p.m. Prince George's Community College, Rennie Forum, 301 Largo Rd., Largo. 301-546-7422. pgcc.libguides.com.",1823531019,Newspapers,,," University of Maryland
611310"," (Copyright The Washington Post Company, Sep 22, 2016)"," 4195664511 , 107915462 , 7653 , TWP , WPXX201609222016092215502500GoingOutGuideforMarylandSept228201685", News," Sep 22, 2016",0190-8286, English, English,," Washington, D.C.","Sep 22, 2016",The Washington Post,2016,https://search.proquest.com/docview/1823531019?accountid=14496, n/a," Colleges & universities , Age , Musical performances , Painting , Militia groups",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Going+Out+Guide+for+Maryland%2C+Sept.+2-28%2C+2016+%28Posted+2016-09-22+15%3A50%3A25%29%3A+Superchargers+Showdown%2C+Calvert+County+Fair%2C+RiverFest%2C+%22Calle+54%22+screening+and+more.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Newlywed in a new land: The stories of Japanese war brides (Posted 2016-09-22 14:34:32),"  Japanese women who were barely a blip in immigration history, who married into families of North Dakota farmers, Wisconsin loggers, Rhode Island general store owners. In making the film with Kasmauski and Lucy Craft, I began to understand that my mother's struggles as an immigrant woman who was alone in this country were mirrored in the lives of tens of thousands of other Japanese women of her generation who came as wives of Americans.",1823531344,Newspapers," Tolbert, Kathryn
Tolbert
Kathryn
Kathryn Tolbert , Tolbert, Kathryn
Tolbert
Kathryn
Kathryn Tolbert",,," (Copyright The Washington Post Company, Sep 22, 2016)"," 4195665051 , 107915462 , 7653 , TWP , WPXX201609222016092214343200NewlywedinanewlandThestoriesofJapanes", News," Sep 22, 2016",0190-8286, English, English,," Washington, D.C.","Sep 22, 2016",The Washington Post,2016,https://search.proquest.com/docview/1823531344?accountid=14496, n/a," Mothers , Daughters , High school basketball , Japan , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Newlywed+in+a+new+land%3A+The+stories+of+Japanese+war+brides+%28Posted+2016-09-22+14%3A34%3A32%29%3A+For+the+women+who+left+%22home%22+for+lives+with+World+War+II+soldiers%2C+the+challenges+were+great.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Tolbert%2C+Kathryn&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Flow of Central Americans to U.S. surging, expected to exceed 2014 numbers (Posted 2016-09-22 23:15:59)","  ""The federal government has really tried to push the story in Central America that it's just criminal gangs and general violence, but the evidence on the ground, if you look at news reports, is that gangs have gained a huge political dimension,"" said Bryan S. Johnson, a New York-based immigration lawyer who has represented hundreds of Central Americans in court.",1823531458,Newspapers," Nakamura, David
Nakamura
David
David Nakamura , Nakamura, David
Nakamura
David
David Nakamura",,," (Copyright The Washington Post Company, Sep 22, 2016)"," 4195664491 , 107915462 , 7653 , TWP , WPXX201609222016092223155900FlowofCentralAmericanstoUSsurgingexpe", News," Sep 22, 2016",0190-8286, English, English,," Washington, D.C.","Sep 22, 2016",The Washington Post,2016,https://search.proquest.com/docview/1823531458?accountid=14496, n/a," Border patrol , Border security , Humanitarian aid , Mexico , United States--US , Central America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Flow+of+Central+Americans+to+U.S.+surging%2C+expected+to+exceed+2014+numbers+%28Posted+2016-09-22+23%3A15%3A59%29%3A+Critics+say+the+Obama+administration%27s+preventive+steps+after+the+earlier+crisis+failed.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-09-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Nakamura%2C+David&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Police in U.S. seek ways to integrate refugees,"  ""Terrorism is the white elephant in the room,"" said Lt. Sasha Larkin of the Las Vegas Metropolitan Police Department, speaking Wednesday in Washington at a national gathering of police and immigrant community leaders brought together to share ideas about integrating refugees into American cities. The word ""outreach"" was tossed around a lot at the seminar, organized by the Police Executive Research Forum and the Carnegie Corp., as police commanders shared their most effective strategies for building relationships with refugees who may have spent years in dehumanizing camps and suffer from post-traumatic stress disorder.",1822315591,Newspapers," Jackman, Tom
Jackman
Tom
Tom Jackman , Jackman, Tom
Jackman
Tom
Tom Jackman",,," (Copyright The Washington Post Company, Sep 23, 2016)"," 4191098751 , 107943892 , 7653 , TWP , WPXXWP20160923PoliceinUSseekwaystointegraterefugees3cdeb19c", News," Sep 23, 2016",0190-8286, English, English, A.6," Washington, D.C.","Sep 23, 2016",The Washington Post,2016,https://search.proquest.com/docview/1822315591?accountid=14496, A.6," Young adults , Refugees , Community relations , Fear & phobias , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Police+in+U.S.+seek+ways+to+integrate+refugees&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-09-23&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Jackman%2C+Tom&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"When Life's a Crazy Mess, Try Going Onstage","  First he wondered how the wedding D.J. might remix polka and reggaeton. Though the show begins as an exploration of his place as a kid of ""brown persuasion/a product of U.S.-bound migration,"" it morphs into Mr. Quijada's efforts to sell his folks on a career in the arts.",1822319235,Newspapers," Soloski, Alexis
Soloski
Alexis
Alexis Soloski , Soloski, Alexis
Soloski
Alexis
Alexis Soloski", NYTIAO,," Copyright New York Times Company Sep 23, 2016"," 4191136371 , 107943662 , 7818 , NYTIAO , NYT , 498580-20160923", Review," Sep 23, 2016",0362-4331, English, English, C.4," New York, N.Y.","Sep 23, 2016",New York Times,2016,https://search.proquest.com/docview/1822319235?accountid=14496, C.4," Immigration , Stage managers , El Salvador , Watts, Reggie , Parks, Rosa",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=When+Life%27s+a+Crazy+Mess%2C+Try+Going+Onstage%3A+%5BReview%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-09-23&amp;volume=&amp;issue=&amp;spage=C.4&amp;au=Soloski%2C+Alexis&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S., Shifting Policy, Will Step Up Deportations of Haitians","  [...]the migrants were placed in a slower deportation process and released, with an appointment to appear in immigration court at a later date, officials said. Since early summer, most have been given permission to remain in the country for as long as three years under a humanitarian parole provision, immigrant advocates said.",1822319275,Newspapers," Semple, Kirk
Semple
Kirk
Kirk Semple , Semple, Kirk
Semple
Kirk
Kirk Semple", NYTIAO,," Copyright New York Times Company Sep 23, 2016"," 4191136831 , 107943662 , 7818 , NYTIAO , NYT , 630152-20160923", News," Sep 23, 2016",0362-4331, English, English, A.4," New York, N.Y.","Sep 23, 2016",New York Times,2016,https://search.proquest.com/docview/1822319275?accountid=14496, A.4," Deportation , National security , Passports & visas , Immigration policy , Haiti , United States--US , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.%2C+Shifting+Policy%2C+Will+Step+Up+Deportations+of+Haitians%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-09-23&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Semple%2C+Kirk&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Iraqi Catholic Church in U.S. Torn by Relocation Efforts,"  Since the U.S. invaded Iraq in 2003, the Chaldean population has been steadily shifting away from its homeland.",1822323435,Newspapers," Lovett, Ian
Lovett
Ian
Ian Lovett , Lovett, Ian
Lovett
Ian
Ian Lovett",," Chaldean Catholic Church
813110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4191154801 , 107943442 , 7510 , WSJ , DWJNJ000000020160923ec9n00023", News," Sep 23, 2016",0099-9660, English, English, A.3," New York, N.Y.","Sep 23, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1822323435?accountid=14496, A.3," Relocation , Catholic churches , Aliens , El Cajon California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Iraqi+Catholic+Church+in+U.S.+Torn+by+Relocation+Efforts&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-09-23&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Lovett%2C+Ian&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Immigration Study Sees More Pros Than Cons,"  During the same period, the number of unauthorized immigrants roughly doubled, reaching 11.1 million in 2014, according to the study's findings. Since 2009, about 300,000 to 400,000 new unauthorized immigrants have arrived each year and about the same number have left.",1822323565,Newspapers," Sparshott, Jeffrey
Sparshott
Jeffrey
Jeffrey Sparshott , Sparshott, Jeffrey
Sparshott
Jeffrey
Jeffrey Sparshott",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4191154701 , 107943442 , 7510 , WSJ , DWJNJ000000020160923ec9n0001t", News," Sep 23, 2016",0099-9660, English, English, A.2," New York, N.Y.","Sep 23, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1822323565?accountid=14496, A.2," Population , Aliens , Immigration policy , Refugees , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Immigration+Study+Sees+More+Pros+Than+Cons&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-09-23&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Sparshott%2C+Jeffrey&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
