Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Nicola Rescigno: 1916 - 2008,"Nicola Rescigno conducted the Lyric Opera of Chicago's opening act, a roof-raising performance of Mozart's ""Don Giovanni"" in 1954 that drew raves from critics and quickly established the company's place in the city's cultural firmament.",420735570,Newspapers," Jensen, Trevor
Jensen
Trevor
Trevor Jensen",,, (Copyright 2008 by the Chicago Tribune)," 1526032061 , 39960871 , 7684 , CTRB , TRIB200808050586", Obituary," Aug 6, 2008",1085-6706, English, English, 2C.9," Chicago, Ill.","Aug 6, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420735570?accountid=14496,,,, 9,," Deaths -- Rescigno, Nicola , Rescigno, Nicola",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Nicola+Rescigno%3A+1916+-+2008%3A+Lyric+Opera+founder%2C+did+same+for+Dallas%3B+In+1954+maestro+Nicola+Rescigno+joined+Carol+Fox+and+Lawrence+Kelly+to+start+a+world-class+opera+company%2C+an+act+he+would+repeat&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=9&amp;au=Jensen%2C+Trevor&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Roadside Americana,"At their farm stand, they sell green beans, 20 kinds of peppers, three kinds of eggplant, zucchini, broccoli, tomatoes, green beans, basil, and cauliflower, among other crops, all of which is farmed on 80 acres, within view of Mary Sue's peony patch, which is where she was standing when we popped in on her, tending her flowers, dressed in robin's-egg blue slacks, a blue flowered top, navy beads, and bob earrings.",420801634,Newspapers," Nunn, Emily
Nunn
Emily
Emily Nunn",,, (Copyright 2008 by the Chicago Tribune)," 1526031401 , 39960871 , 7684 , CTRB , TRIB200808040256", Feature," Aug 6, 2008",1085-6706, English, English, 7.1," Chicago, Ill.","Aug 6, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420801634?accountid=14496,,,, 1,," Corn , Recipes , Food , Farmers markets",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Roadside+Americana%3A+The+farm+stand+has+a+place+in+our+hearts+--+and%2C+we%27re+happy+to+report%2C+on+MapQuest+too&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=1&amp;au=Nunn%2C+Emily&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"THE WORLD; Amid protests abroad, Texas executes Mexican",The International Court of Justice in The Hague sided in 2004 with the Mexican government's argument that the United States had violated the 1963 Vienna Convention on Consular Relations by failing to inform the arrested Mexican nationals of their right to seek help from the Mexican Consulate.,422219202,Newspapers," Johnson, Reed
Johnson
Reed
Reed Johnson",,, (Copyright (c) 2008 Los Angeles Times)," 1525972631 , 39960311 , 7683 , ANGE , LATM080038242", News," Aug 6, 2008",0458-3035, English, English, A.10," Los Angeles, Calif.","Aug 6, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422219202?accountid=14496,,,, A.10,," Politics , Immigration policy , Capital punishment , Murders & murder attempts , United States--US , Texas , Mexico , Medellin, Jose Ernesto",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+WORLD%3B+Amid+protests+abroad%2C+Texas+executes+Mexican&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Johnson%2C+Reed&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
And the sign said ...; A court ruling should make it clear that Caltrans can't pick and choose who 'adopts' stretches of highway.,,422219370,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",, caltrans, (Copyright (c) 2008 Los Angeles Times)," 1525973081 , 39960311 , 7683 , ANGE , LATM080038183", Editorial," Aug 6, 2008",0458-3035, English, English, A.20," Los Angeles, Calif.","Aug 6, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422219370?accountid=14496,,,, A.20,," Roads & highways , Litigation , Border patrol , Editorials -- Freedom of speech , Litter , Environmental cleanup , Freedom of speech , Signs , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=And+the+sign+said+...%3B+A+court+ruling+should+make+it+clear+that+Caltrans+can%27t+pick+and+choose+who+%27adopts%27+stretches+of+highway.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Inside the Times: August 6, 2008","PAGE A14 WOMAN DENIED BAIL IN BOMB PLOT Aafia Siddiqui, a Pakistani neuroscientist who American officials say was a facilitator for Al Qaeda, was ordered held without bail in a federal court in Manhattan on charges that she tried to kill American soldiers and F.B.I. agents in Afghanistan.",433918427,Newspapers,, NYTIAO,," Copyright New York Times Company Aug 6, 2008"," 1526699691 , 39960221 , 7818 , NYTIAO , NYT , 263486-20080806", Summary," Aug 6, 2008",0362-4331, English, English, A.2," New York, N.Y.","Aug 6, 2008",New York Times,2008,https://search.proquest.com/docview/433918427?accountid=14496,,,, A.2,," Mars , Studies , Trees , Behavior modification",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Inside+the+Times%3A+August+6%2C+2008%3A+%5BSummary%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Muslim Holiday at Tyson Plant Creates Furor,The union that represents workers at a Tyson Foods poultry plant in Tennessee has negotiated a contract that substitutes a Muslim holiday for Labor Day as one of the eight paid holidays at the plant.,433919093,Newspapers," Greenhouse, Steven
Greenhouse
Steven
Steven Greenhouse", NYTIAO," Tyson Foods Inc
311612
311615"," Copyright New York Times Company Aug 6, 2008"," 1525965401 , 39960221 , 7818 , NYTIAO , NYT , 230073-20080806", News," Aug 6, 2008",0362-4331, English, English, A.20," New York, N.Y.","Aug 6, 2008",New York Times,2008,https://search.proquest.com/docview/433919093?accountid=14496,,,, A.20,," Labor contracts , Employee benefits , Muslim holidays , Tennessee",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Muslim+Holiday+at+Tyson+Plant+Creates+Furor%3A+%5BWeather%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Greenhouse%2C+Steven&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"An Illegal Immigrant, in Need of Care",,433919183,Newspapers,, NYTIAO,," Copyright New York Times Company Aug 6, 2008"," 1525966351 , 39960221 , 7818 , NYTIAO , NYT , 702153-20080806", Letter," Aug 6, 2008",0362-4331, English, English, A.22," New York, N.Y.","Aug 6, 2008",New York Times,2008,https://search.proquest.com/docview/433919183?accountid=14496,,,, A.22,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=An+Illegal+Immigrant%2C+in+Need+of+Care%3A+%5BLetter%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2008-08-06&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. Minority Population Increases, Spreads Out","Many of the metro areas with a fast growing Hispanic population, such as Madison, Wis., and Charlotte, N.C., have attracted a mix of Hispanic immigrants as well as domestic migrants who have left gateway cities.",399020046,Newspapers," Dougherty, Conor
Dougherty
Conor
Conor Dougherty",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1526734161 , 39968221 , 7510 , WSJ , WSJJ20080807000109", News," Aug 7, 2008",0099-9660, English, English, A.14," New York, N.Y.","Aug 7, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399020046?accountid=14496,,,, A.14,," Hispanic Americans , Minority & ethnic groups , Population growth , Demographics , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+Minority+Population+Increases%2C+Spreads+Out&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Dougherty%2C+Conor&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: U.S. Watch,"VIRGINIA Ex-Official at Bank Loses Bid to Get His Job Back A fired bank executive who became the first person to win protection under a federal law that shields whistleblowers, only to see his victory overturned, was dealt another setback in a federal appeals court.",399072663,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1526734501 , 39968221 , 7510 , WSJ , WSJJ20080806000169", News," Aug 7, 2008",0099-9660, English, English, A.2," New York, N.Y.","Aug 7, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399072663?accountid=14496,,,, A.2,," Federal court decisions , Administrative law , Violations , Storm damage , State laws , Search warrants , Money laundering , Islands , Crime , Immigration",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Corrections &amp; Amplifications,,399091775,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1526733331 , 39968221 , 7510 , WSJ , WSJJ20080807000016", News," Aug 7, 2008",0099-9660, English, English, A.2," New York, N.Y.","Aug 7, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399091775?accountid=14496,,,, A.2,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Corrections+%26amp%3B+Amplifications&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Currents: How to Make Identity Theft Worse; IRS Audit Launches Emerita de Jesus Into Fight to Get Her Name Back,"Desperate to get a job, undocumented immigrants increasingly are acquiring the bona fide documents of legal residents or citizens of the U.S. But unlike traditional identity thieves, such as the multinational ring that was charged earlier this week with stealing and selling millions of credit cards, these immigrants don't usually aim to steal a good name to run up huge bills. Though arguably less nefarious than conventional forms of identity theft, it exacted no less a toll as she was exposed to tax liabilities and ultimately financial problems.",399091906,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan",," Internal Revenue Service--IRS
921130"," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1526733691 , 39968221 , 7510 , WSJ , WSJJ20080807000046", News," Aug 7, 2008",0099-9660, English, English, A.8," New York, N.Y.","Aug 7, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399091906?accountid=14496,,,, A.8,," Fraud , Aliens , Identity theft , Immigration , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Currents%3A+How+to+Make+Identity+Theft+Worse%3B+IRS+Audit+Launches+Emerita+de+Jesus+Into+Fight+to+Get+Her+Name+Back&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"In the Under-5 Set, Minority Becoming the Majority","A surge in Hispanic immigration over the past decade has dramatically altered the racial and ethnic composition of the region's youngest residents, according to U.S. Census Bureau figures released today.",410213301,Newspapers," NC Aizenman - Washington Post Staff Writer
NC Aizenman - Washington Post Staff Writer",,," Copyright The Washington Post Company Aug 7, 2008"," 1526729001 , 39968201 , 7653 , TWP , WPXX200808070E09BAF8", News," Aug 7, 2008",0190-8286, English, English, B.1," Washington, D.C.","Aug 7, 2008",The Washington Post,2008,https://search.proquest.com/docview/410213301?accountid=14496,,,, B.1,," Children & youth , Secondary schools , Magnet schools , Counties , Census of Population , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=In+the+Under-5+Set%2C+Minority+Becoming+the+Majority&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=NC+Aizenman+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. Swim Officials Rethinking Process,"The positive drug test of American swimmer Jessica Hardy has USA Swimming officials already thinking about the 2012 Olympics in London -- even before the Beijing Games begin, and even as the current swim team deals with the fallout from Hardy's departure. In the view of gymnastics cognoscenti, the U.S. men's team suffered a severe blow when its star, 2004 Olympic all-around champion Paul Hamm, withdrew from the squad last week, unable to recover from a broken hand.",410237612,Newspapers," Barry Svrluga - Washington Post Staff Writer
Barry Svrluga - Washington Post Staff Writer",,," Copyright The Washington Post Company Aug 7, 2008"," 1526729571 , 39968201 , 7653 , TWP , WPXX200808070E09BB5F", News," Aug 7, 2008",0190-8286, English, English, E.8," Washington, D.C.","Aug 7, 2008",The Washington Post,2008,https://search.proquest.com/docview/410237612?accountid=14496,,,, E.8,," Athletes , Coaches & managers , Drugs & sports , Swimming , Olympic games-2008 , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=U.S.+Swim+Officials+Rethinking+Process&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=E.8&amp;au=Barry+Svrluga+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Manassas Moves Toward Police Training Center; Council Awards $167,000 Contract to Begin Design for Facility That Would Include Firing Ranges","McKinnon said the price tag on the proposed Manassas project, up from initial estimates, reflects the fact that a more expensive heating and air-conditioning system would be required over the firing range and that the steel used to create safety walls in the range is not available from U.S. manufacturers, in part because of the wars in Iraq and Afghanistan.",410238408,Newspapers," Jennifer Buske - Washington Post Staff Writer
Jennifer Buske - Washington Post Staff Writer",,," Copyright The Washington Post Company Aug 7, 2008"," 1526731021 , 39968201 , 7653 , TWP , WPXX200808070E09BBFC", News," Aug 7, 2008",0190-8286, English, English, PWE.3," Washington, D.C.","Aug 7, 2008",The Washington Post,2008,https://search.proquest.com/docview/410238408?accountid=14496,,,, T.3,," Firing ranges , Municipal government , Councils , Area planning & development , Police training",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Manassas+Moves+Toward+Police+Training+Center%3B+Council+Awards+%24167%2C000+Contract+to+Begin+Design+for+Facility+That+Would+Include+Firing+Ranges&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=T.3&amp;au=Jennifer+Buske+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Pride replaces despair for China,"At Northwestern University, members of the Chinese Students and Scholars Association are scrambling to find a space -- and the right satellite channel -- for about 100 members to watch the opening ceremony live at 7:08 a.m. local time. According to the World Bank, China's economy has grown about 9.7 percent per year since the late 1970s, leading to drastic drops in illiteracy, infant mortality and poverty.",420712211,Newspapers," Wang, Andrew L
Wang
L
Andrew
Andrew L Wang",,, (Copyright 2008 by the Chicago Tribune)," 1526750251 , 39968291 , 7684 , CTRB , TRIB200808061151", News," Aug 7, 2008",1085-6706, English, English, 2C.2," Chicago, Ill.","Aug 7, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420712211?accountid=14496,,,, 1,," Expatriates , Public opinion , Olympic games-2008 , China",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Pride+replaces+despair+for+China%3A+Chinese-Americans+in+Chicago+area+delighted+as+country+prepares+to+show+hospitable+side+to+world+audience&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=1&amp;au=Wang%2C+Andrew+L&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Local Chinese excited about Olympic Games,"American fast-food joints are a common sight, as are other Western brand names including Starbucks, Nike and Apple.",420734199,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2008 by the Chicago Tribune)," 1527477511 , 39968291 , 7684 , CTRB , TRIB200808070711", News," Aug 7, 2008",1085-6706, English, English, 6," Chicago, Ill.","Aug 7, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420734199?accountid=14496,,,, 6,, China,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Local+Chinese+excited+about+Olympic+Games&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-08-07&amp;volume=&amp;issue=&amp;spage=6&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Help Housing Glut? Yes, but Just Think How It Would Look","Regarding Holman Jenkins's ""How to Shake Off the Mortgage Mess"" (Business World, July 30): I would hazard the general readership of the Journal could be a bit too removed in perspective for one potentially very costly consequence of the demolition plan supported by Mr. Jenkins to jump out at them.",399100723,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1527463091 , 39982031 , 7510 , WSJ , WSJJ20080808000078", News," Aug 8, 2008",0099-9660, English, English, A.14," New York, N.Y.","Aug 8, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399100723?accountid=14496,,,, A.14,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Help+Housing+Glut%3F+Yes%2C+but+Just+Think+How+It+Would+Look&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,Texas executed an illegal immigrant after the Supreme Court rejected his appeal that his treaty rights were violated. ---,399101121,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1527463611 , 39982031 , 7510 , WSJ , WSJJ20080808000142", News," Aug 8, 2008",0099-9660, English, English, A.1," New York, N.Y.","Aug 8, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399101121?accountid=14496,,,, A.1,," Truces & cease fires , Vitamin C , Olympic games , Mayors , Diabetes , Biological & chemical terrorism , Acquittals & mistrials",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: U.S. Watch,,399101797,Newspapers,,,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1527463431 , 39982031 , 7510 , WSJ , WSJJ20080808000114", News," Aug 8, 2008",0099-9660, English, English, A.2," New York, N.Y.","Aug 8, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399101797?accountid=14496,,,, A.2,," Federal court decisions , Congressional investigations , Acquired immune deficiency syndrome--AIDS",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Search Continues for Firefigh ...,"The aircraft was carrying 11 firefighters and two pilots when it went down and was destroyed by fire Tuesday night in the Shasta-Trinity National Forest, according to the Federal Aviation Administration and the National Transportation Safety Board.",410261300,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Aug 8, 2008"," 1527451601 , 39981911 , 7653 , TWP , WPXX200808080E0B3A16", News," Aug 8, 2008",0190-8286, English, English, A.5," Washington, D.C.","Aug 8, 2008",The Washington Post,2008,https://search.proquest.com/docview/410261300?accountid=14496,,,, A.5,," Firefighters , Helicopters",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Search+Continues+for+Firefigh+...&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A Mist Opportunity at the Olympics,,410309257,Newspapers," Kamen, Al
Kamen
Al
Al Kamen",,," Copyright The Washington Post Company Aug 8, 2008"," 1527451961 , 39981911 , 7653 , TWP , WPXX200808080E0B3A58", Commentary," Aug 8, 2008",0190-8286, English, English, A.15," Washington, D.C.","Aug 8, 2008",The Washington Post,2008,https://search.proquest.com/docview/410309257?accountid=14496,,,, A.15,," Contempt of court , Athletes , Outdoor air quality , Olympic games-2008 , United States--US , China",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+Mist+Opportunity+at+the+Olympics&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Kamen%2C+Al&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Don't expect landlord to help immigration scheme,"The immigration authorities (U.S. Citizenship and Immigration Services, or USCIS) are not going to issue a green card to your friend until they're satisfied that her marriage was genuine, and not a sham (an attempt to gain residency through marriage).",420750447,Newspapers," Portman, Janet
Portman
Janet
JANET PORTMAN",,, (Copyright 2008 by the Chicago Tribune)," 1527478561 , 39982191 , 7684 , CTRB , TRIB200808060702", News," Aug 8, 2008",1085-6706, English, English, 7," Chicago, Ill.","Aug 8, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420750447?accountid=14496,,,, 7,," Aliens , Immigration , Couples",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Don%27t+expect+landlord+to+help+immigration+scheme%3A+True+love%2C+not+convenience%2C+will+decide+issue&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-08-08&amp;volume=&amp;issue=&amp;spage=7&amp;au=Portman%2C+Janet&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
