Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
"In governor's race, Democrats pledge unity",,1910709338,Newspapers," Nirappil, Fenit
Fenit
Fenit Nirappil
Nirappil
Fenit Nirappil"," Republican National Committee
813940 , Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Jun 19, 2017)"," WPXXWP20170619IngovernorsraceDemocratspledgeunity097d9a98 , WPXXWP20170619IngovernorsraceDemocratspledgeunity097d9a98 , 7653 , PQ_7653_Jun192017", News," Jun 19, 2017",0190-8286, English, English, B.4," Washington, D.C.","Jun 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1910709338?accountid=14496, B.4," Fund raising , Political campaigns , Committees , Activism , Governors , Political parties , United States--US , Virginia , Holder, Eric H Jr , New Jersey , Obama, Barack", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=In+governor%27s+race%2C+Democrats+pledge+unity&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Nirappil%2C+Fenit&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"With U.S. retreat, E.U. en marche",,1910709347,Newspapers," Kauffmann, Sylvie
Kauffmann
Sylvie
Sylvie Kauffmann"," European Union
926110
928120"," Copyright New York Times Company Jun 19, 2017"," 687510-20170619 , 687510-20170619 , 7818 , PQ_7818_Jun192017", Op-Ed," Jun 19, 2017",0362-4331, English, English,," New York, N.Y.","Jun 19, 2017",New York Times,2017,https://search.proquest.com/docview/1910709347?accountid=14496, n/a," Political leadership , Politics , Eurozone , Presidents , Elections , United States--US , Hildebrand, Philipp , Germany , United Kingdom--UK , Macron, Emmanuel , France , Ukraine , Europe",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=With+U.S.+retreat%2C+E.U.+en+marche%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=&amp;au=Kauffmann%2C+Sylvie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Even in areas he won by biggest margins, president is polarizing",,1910709478,Newspapers," Balz, Dan
Dan
Dan Balz
Balz
Dan Balz"," Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Jun 19, 2017)"," WPXXWP20170619Eveninareashewonbybiggestmarginspresidendf4f9156 , WPXXWP20170619Eveninareashewonbybiggestmarginspresidendf4f9156 , 7653 , PQ_7653_Jun192017", News," Jun 19, 2017",0190-8286, English, English, A.1," Washington, D.C.","Jun 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1910709478?accountid=14496, A.1," Polls & surveys , Nominations , Local elections , Election results , News media , Rural areas , Statistical data , Presidential elections , Universal service , Aliens , Immigration , United States--US , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Even+in+areas+he+won+by+biggest+margins%2C+president+is+polarizing&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Balz%2C+Dan&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Lots of factory jobs, but low wages; Michigan city boasts the manufacturing sector Trump wants, but is it a model for the rest of the nation?",,1910709624,Newspapers," Lee, Don
Lee
Don
Don Lee",," Copyright Los Angeles Times Jun 19, 2017"," 7683 , PQ_7683_Jun192017 , LATMLATM2017061914716 , LATMLATM2017061914716", News," Jun 19, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Jun 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1910709624?accountid=14496, A.1," Layoffs , Manufacturing , Factories , Shortages , United States--US , Michigan , Grand Rapids Michigan"," GRAND RAPIDS (MI) , FACTORIES , FACTORY WORKERS , WAGES AND SALARIES",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Lots+of+factory+jobs%2C+but+low+wages%3B+Michigan+city+boasts+the+manufacturing+sector+Trump+wants%2C+but+is+it+a+model+for+the+rest+of+the+nation%3F&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lee%2C+Don&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"The dreams have fizzled; In booming Koreatown, some immigrants are still stuck in dead-end jobs -- or have become",,1910709702,Newspapers," Kim, Victoria
Kim
Victoria
Victoria Kim",," Copyright Los Angeles Times Jun 19, 2017"," 7683 , PQ_7683_Jun192017 , LATMLATM2017061914715 , LATMLATM2017061914715", News," Jun 19, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Jun 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1910709702?accountid=14496, A.1," Beauty salons , Social networks , Acupuncture , Construction , Diabetes , Asian Americans , Workers , Employment , Restaurants , California , Los Angeles California , United States--US , Israel"," KOREATOWN (LOS ANGELES) , HOMELESS , IMMIGRANTS , UNEMPLOYMENT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=The+dreams+have+fizzled%3B+In+booming+Koreatown%2C+some+immigrants+are+still+stuck+in+dead-end+jobs+--+or+have+become&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Kim%2C+Victoria&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Students 'in limbo' turn to UC clinic; Demand for university's immigrant legal aid services soars as uncertainty over Trump's policies persists,,1910709733,Newspapers," Watanabe, Teresa
Watanabe
Teresa
Teresa Watanabe"," California Community Foundation
813211 , Occidental College
611310 , Pomona College
611310 , California Community Colleges
611210 , Google Inc
519130"," Copyright Los Angeles Times Jun 19, 2017"," 7683 , PQ_7683_Jun192017 , LATMLATM2017061914694 , LATMLATM2017061914694", News," Jun 19, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Jun 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1910709733?accountid=14496, B.1," Immigration policy , Law schools , Attorneys , Legal aid , California , United States--US"," UNIVERSITY OF CALIFORNIA , COLLEGE STUDENTS , IMMIGRANTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Students+%27in+limbo%27+turn+to+UC+clinic%3B+Demand+for+university%27s+immigrant+legal+aid+services+soars+as+uncertainty+over+Trump%27s+policies+persists&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Watanabe%2C+Teresa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Silicon Valley Plans to Show Up in Spite of Tensions,"[...]expected to attend are Intel Corp. Chief Executive Brian Krzanich, Oracle Corp. co-CEO Safra Katz, a member of Mr. Trump's transition team, and Cisco Systems Corp. Chief Executive Chuck Robbins. ""If you don't show up, I think that's the worst scenario,"" Apple Chief Executive Tim Cook said in early May, when asked about the company's relationship to the White House during an interview with CNBC. ""Because then you're quiet and this doesn't do your cause...",1910715657,Newspapers," Koh, Yoree
Koh
Yoree
Yoree Koh"," Intel Corp
334210
334413
334419
334614
511210 , Oracle Corp
511210 , Box Inc
541513"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170619ed6j0002g , DWJNJ000000020170619ed6j0002g , 7510 , PQ_7510_Jun192017", News," Jun 19, 2017",0099-9660, English, English, B.4," New York, N.Y.","Jun 19, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1910715657?accountid=14496, B.4," Bans , Immigration , Business government relations , High tech industries , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Silicon+Valley+Plans+to+Show+Up+in+Spite+of+Tensions&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Koh%2C+Yoree&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
NEWS BRIEFING,,1910722236,Newspapers,," Fatah
813940 , Islamic State of Iraq & the Levant--ISIS
813940 , Hamas
813940"," Copyright Tribune Interactive, LLC Jun 19, 2017"," 7684 , PQ_7684_Jun192017 , TRIBTRIB2017061920170618296255552 , TRIBTRIB2017061920170618296255552", News," Jun 19, 2017",1085-6706, English, English,," Chicago, Ill.","Jun 19, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1910722236?accountid=14496, 11," Bans , National security , Earthquakes , Shootings , EU membership , Mass murders , Israel , United Kingdom--UK , Abbas, Mahmoud (Abu Mazen) , Kelly, Megyn , Hammond, Philip",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=NEWS+BRIEFING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=11&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"How a Dispute Over Costs Threatens Plan to Track Foreigners; Government wants to install cameras at departure gates to photograph international exits, but airlines don't want to staff the effort",,1910728814,Newspapers," Meckler, Laura
Meckler
Laura
Laura Meckler; Susan Carey , Carey, Susan
Carey
Susan"," Congress
921120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170619000020170619ed6j000jh , WSJOWSJO20170619000020170619ed6j000jh , 117310 , PQ_117310_Jun192017", News," Jun 19, 2017",, English, English, n/a," New York, N.Y.","Jun 19, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1910728814?accountid=14496, n/a," Airports , Passports & visas , National security , Airline industry , Congressional committees , Trump, Donald J , Mexico , United States--US , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=How+a+Dispute+Over+Costs+Threatens+Plan+to+Track+Foreigners%3B+Government+wants+to+install+cameras+at+departure+gates+to+photograph+international+exits%2C+but+airlines+don%27t+want+to+staff+the+effort&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=&amp;au=Meckler%2C+Laura%3BCarey%2C+Susan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Congressman Down; A transcript of the weekend's program on FOX News Channel.,,1910879336,Newspapers,," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170619000020170619ed6j004xt , WSJOWSJO20170619000020170619ed6j004xt , 117310 , PQ_117310_Jun192017", News," Jun 19, 2017",, English, English, n/a," New York, N.Y.","Jun 19, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1910879336?accountid=14496, n/a," Social networks , Politics , Political leadership , Political parties , Trump, Donald J , Pelosi, Nancy",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Congressman+Down%3B+A+transcript+of+the+weekend%27s+program+on+FOX+News+Channel.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-19&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
