Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"In Afghanistan, A Test of Tactics; Under Strict Rules to Protect Civilians, Marines Face More Complex Missions","The new U.S. strategy for Afghanistan, as articulated in military headquarters and congressional hearing rooms, puts the emphasis not on killing Taliban fighters but on winning over the local people. Funke's men also returned fire, cutting off the Taliban fighters with small arms and a grenade launcher.",410325277,Newspapers," Tyson, Ann Scott
Tyson
Scott
Ann
Ann Scott Tyson",,," Copyright The Washington Post Company Aug 13, 2009"," 1828076871 , 47742971 , 7653 , TWP , WPXX2009081310ECAAFE", News," Aug 13, 2009",0190-8286, English, English, A.6," Washington, D.C.","Aug 13, 2009",The Washington Post,2009,https://search.proquest.com/docview/410325277?accountid=14496,,,, A.6,," Iraq War-2003 , Armed forces , Military strategy , United States--US , Afghanistan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=In+Afghanistan%2C+A+Test+of+Tactics%3B+Under+Strict+Rules+to+Protect+Civilians%2C+Marines+Face+More+Complex+Missions&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Tyson%2C+Ann+Scott&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Holocaust Survivor Thrived in U.S., Aided Refugees","Leon Jolson, 96, a Polish-born concentration camp survivor who achieved success as a sewing machine entrepreneur in the United States after World War II and provided financial help to other refugees, died Aug. 7 at his home in Manhattan, N.Y. The family did not disclose the cause of death. Noticing that only basic sewing machines were being sold in America, he contacted Necchi, a prominent Italian sewing machine maker with which he had done business in Poland, and he began selling a model that offered dozens of molded disks that could be easily inserted to create hundreds of embroidery patterns.",410326279,Newspapers," Wiseman, Lauren
Wiseman
Lauren
Lauren Wiseman",,," Copyright The Washington Post Company Aug 13, 2009"," 1828079191 , 47742971 , 7653 , TWP , WPXX2009081310ECAB91", Obituary," Aug 13, 2009",0190-8286, English, English, B.5," Washington, D.C.","Aug 13, 2009",The Washington Post,2009,https://search.proquest.com/docview/410326279?accountid=14496,,,, B.5,," Concentration camps , Displaced persons , Deaths -- Jolson, Leon , Jolson, Leon",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Holocaust+Survivor+Thrived+in+U.S.%2C+Aided+Refugees&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Wiseman%2C+Lauren&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Volunteer's border aid nets littering conviction,"The refuge, which harbors the endangered masked bobwhite quail among other species, is often strewn with backpacks, T-shirts, pants and a stadium's worth of water bottles, mainly from border crossings.",420843886,Newspapers," Powers, Ashley
Powers
Ashley
Ashley Powers",,, (Copyright 2009 by the Chicago Tribune)," 1828085211 , 47743031 , 7684 , CTRB , TRIB200908120908", News," Aug 13, 2009",1085-6706, English, English, 15," Chicago, Ill.","Aug 13, 2009",Chicago Tribune,2009,https://search.proquest.com/docview/420843886?accountid=14496,,,, 15,," Aliens , Wildlife sanctuaries , Immigration",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Volunteer%27s+border+aid+nets+littering+conviction&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=15&amp;au=Powers%2C+Ashley&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Man guilty of plotting terror in U.S. via Internet,"An Atlanta jury on Wednesday convicted a 23-year-old man of aiding terrorist groups after a trial that explored a subculture of extremists who used the Internet to plot attacks and form a loose network connecting North America, Europe and South Asia.",420898957,Newspapers," Rotella, Sebastian
Rotella
Sebastian
Sebastian Rotella",,, (Copyright 2009 by the Chicago Tribune)," 1828090431 , 47743031 , 7684 , CTRB , TRIB200908130043", News," Aug 13, 2009",1085-6706, English, English, 14," Chicago, Ill.","Aug 13, 2009",Chicago Tribune,2009,https://search.proquest.com/docview/420898957?accountid=14496,,,, 14,," Trials , Military bases , Internet , Criminal investigations",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Man+guilty+of+plotting+terror+in+U.S.+via+Internet&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=14&amp;au=Rotella%2C+Sebastian&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Mexico soccer win has extra kick; It's a victory against an old rival (us) and the many woes at home.,"(A popular TV news anchor whose afternoon broadcast started at the same time as the game looked into the camera and said, essentially, hey, I know no one is actually watching me today.) The packed Azteca Stadium, awash in team-color green, hummed like a giant beehive, a high-pitched and nonstop drone punctuated by roars each time El Tricolor, as the Mexicans are known, drove into ""la area gringa,"" as the Mexican announcer put it.",422239001,Newspapers," Wilkinson, Tracy
Wilkinson
Tracy
Tracy Wilkinson",,, (Copyright (c) 2009 Los Angeles Times)," 1827973401 , 47740941 , 7683 , ANGE , LATM090033160", News," Aug 13, 2009",0458-3035, English, English, A.1," Los Angeles, Calif.","Aug 13, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422239001?accountid=14496,,,, A.1,," Tournaments & championships , Professional soccer , United States--US , Mexico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Mexico+soccer+win+has+extra+kick%3B+It%27s+a+victory+against+an+old+rival+%28us%29+and+the+many+woes+at+home.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Wilkinson%2C+Tracy&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE NATION; Border war at heart of litter case; Arizona's immigration feud is on display in a court fight in which a man is convicted for leaving water jugs for migrants in the desert.,"The refuge, which also harbors the endangered masked bobwhite quail, is often strewn with backpacks, T-shirts, pants and a stadium's worth of water bottles, mainly from border crossings, Hawkes said. Arguing that Staton had ""haphazardly left water for illegal aliens, drug smugglers and/or dangerous felons,"" prosecutors succeeded in persuading a judge to prohibit him from setting foot in the refuge during his probation.",422316577,Newspapers," Powers, Ashley
Powers
Ashley
Ashley Powers",,, (Copyright (c) 2009 Los Angeles Times)," 1827973801 , 47740941 , 7683 , ANGE , LATM090033117", News," Aug 13, 2009",0458-3035, English, English, A.10," Los Angeles, Calif.","Aug 13, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422316577?accountid=14496,,,, A.10,," Aliens , Wildlife sanctuaries , Trials , Criminal sentences , Border patrol , Litter , Buenos Aires National Wildlife Refuge , Staton, Walt",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Border+war+at+heart+of+litter+case%3B+Arizona%27s+immigration+feud+is+on+display+in+a+court+fight+in+which+a+man+is+convicted+for+leaving+water+jugs+for+migrants+in+the+desert.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Powers%2C+Ashley&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. man guilty in terror case; Bangladeshi American is convicted of aiding militant groups. His trial plumbed a global village of online jihad.,"The two made contact in Islamic chat rooms with an extremist constellation including the Toronto group; a Bosnian named Mirsad Bektasevic, who lived in Sweden; and Younis Tsouli, a Moroccan diplomat's son living in London whose computer expertise made him a hub of the network. In early 2005, Ahmed and Sadequee took a bus to Toronto and met with suspects there to discuss potential attacks on military bases and oil refineries, as well as traveling to Pakistan to train with militant groups.",422422919,Newspapers," Rotella, Sebastian
Rotella
Sebastian
Sebastian Rotella",,, (Copyright (c) 2009 Los Angeles Times)," 1827973891 , 47740941 , 7683 , ANGE , LATM090033111", News," Aug 13, 2009",0458-3035, English, English, A.12," Los Angeles, Calif.","Aug 13, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422422919?accountid=14496,,,, A.12,," Trials , Testimony , Convictions , Terrorism , Atlanta Georgia , Sadequee, Ehsanul Islam",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=U.S.+man+guilty+in+terror+case%3B+Bangladeshi+American+is+convicted+of+aiding+militant+groups.+His+trial+plumbed+a+global+village+of+online+jihad.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Rotella%2C+Sebastian&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
3 teens charged in cartel slaying,"Three teenagers, including a U.S. soldier, have been charged with capital murder for their roles in the contract killing of a Mexican drug cartel lieutenant who was cooperating with U.S. authorities, police said Wednesday.",422422987,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2009 Los Angeles Times)," 1827973881 , 47740941 , 7683 , ANGE , LATM090033112", News," Aug 13, 2009",0458-3035, English, English, A.12," Los Angeles, Calif.","Aug 13, 2009",Los Angeles Times,2009,https://search.proquest.com/docview/422422987?accountid=14496,,,, A.12,," Cartels , Murders & murder attempts , Criminal investigations , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=3+teens+charged+in+cartel+slaying&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2009-08-13&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
... and downtown jobs,Why? Because they force other local governments to raise their own taxes to offset property tax revenue that's being siphoned off by the city. [...] Daley's City Hall often has been criticized as less than transparent for failing to fully explain how TIF money gets spent.,356637501,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",," United Airlines Inc
481111", (Copyright 2009 by the Chicago Tribune)," 1829594591 , 47776741 , 7684 , CTRB , TRIB200908130993", News," Aug 14, 2009",1085-6706, English, English, 22," Chicago, Ill.","Aug 14, 2009",Chicago Tribune,2009,https://search.proquest.com/docview/356637501?accountid=14496,,,, 22,," Tax increment financing , Incentives , Cities , Editorials -- United Airlines Inc , Chicago Illinois",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=...+and+downtown+jobs&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2009-08-14&amp;volume=&amp;issue=&amp;spage=22&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. News: At Canada Border, Businesses Take a Hit","[...] along the U.S. border with Mexico, documentation requirements have long been stringent because of concerns about drug trafficking and illegal immigration.",399080959,Newspapers," Herring, Chris
Herring
Chris
Chris Herring",,," (c) 2009 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1829473421 , 47772931 , 7510 , WSJ , DWJNJ000000020090814e58e00027", News," Aug 14, 2009",0099-9660, English, English, A.3," New York, N.Y.","Aug 14, 2009",Wall Street Journal,2009,https://search.proquest.com/docview/399080959?accountid=14496," 9190 United States , 9172 Canada , 4300 Law"," 9190 United States , 9172 Canada , 4300 Law"," 9190 United States , 9172 Canada , 4300 Law", A.3," 9190 United States , 9172 Canada , 4300 Law"," Passports & visas , Identification documents , Requirements , Economic impact , Boundaries , Business community , Immigration policy , United States--US , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+At+Canada+Border%2C+Businesses+Take+a+Hit&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2009-08-14&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Herring%2C+Chris&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
