Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
VOICE OF THE PEOPLE,,1849648669,Newspapers,,,, (Copyright 2016 by the Chicago Tribune)," 4280486071 , 109664872 , 7684 , CTRB , TRIB20161216272138279", News," Dec 17, 2016",1085-6706, English, English, 10," Chicago, Ill.","Dec 17, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1849648669?accountid=14496, 10,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=VOICE+OF+THE+PEOPLE&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-12-17&amp;volume=&amp;issue=&amp;spage=10&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Barack Obama Weighs Final Requests for Clemency; President has cut short the sentences of 1,023 inmates, more than the previous 11 presidents combined","  Mr. Trump's pick for attorney general, Alabama Sen. Jeff Sessions, a former chairman of the Senate Judiciary Committee, has described Mr. Obama's clemency record as an ""alarming abuse of the pardon power.""",1849666452,Newspapers," Reinhard, Beth
Reinhard
Beth
Beth Reinhard , Reinhard, Beth
Reinhard
Beth
Beth Reinhard",," Congress
921120 , Senate-Judiciary, Committee on the
921120"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4280521231 , 109659482 , 117310 , WSJO , WSJOWSJO20161217000020161217ecch001e7", News," Dec 17, 2016",, English, English, n/a," New York, N.Y.","Dec 17, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1849666452?accountid=14496, n/a," Presidents , Attorneys general , Criminal sentences , Firearm laws & regulations , Prisoners , Fines & penalties , Political campaigns , Environmental policy , Eggleston, Neil , Sessions, Jeff , Johnson, Lyndon Baines (1908-73) , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Barack+Obama+Weighs+Final+Requests+for+Clemency%3B+President+has+cut+short+the+sentences+of+1%2C023+inmates%2C+more+than+the+previous+11+presidents+combined&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-12-17&amp;volume=&amp;issue=&amp;spage=&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Immigrants Use Asylum Applications to Delay Possible Deportation; Hotly debated strategy has become 'widespread' ahead of Donald Trump's term as president,"  Increasingly, they also view it as a fair pre-emptive move against Mr. Trump's potential crackdown on illegal immigrants. Since winning the election, Mr. Trump has said he would prioritize the deportation of two million to three million criminals. The U.S. grants asylum to individuals who can demonstrate a well-founded fear of persecution in their country of origin.",1849667654,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan , Jordan, Miriam
Jordan
Miriam
Miriam Jordan",," Congress
921120 , Migration Policy Institute
813940 , American Immigration Lawyers Association
813940"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4280521221 , 109659482 , 117310 , WSJO , WSJOWSJO20161217000020161217ecch001e6", News," Dec 17, 2016",, English, English, n/a," New York, N.Y.","Dec 17, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1849667654?accountid=14496, n/a," Political asylum , Deportation , Passports & visas , Immigration , Aliens , Identification documents , Attorneys , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigrants+Use+Asylum+Applications+to+Delay+Possible+Deportation%3B+Hotly+debated+strategy+has+become+%27widespread%27+ahead+of+Donald+Trump%27s+term+as+president&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-12-17&amp;volume=&amp;issue=&amp;spage=&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
{ FASHION }; Fashionista in chief; A look over the years at some of First Lady Michelle Obama's most style-forward selections.,"  The yellow-orange slice of the rainbow would become the wardrobe equivalent of an exclamation point for the first lady, most memorably in January 2016 when she wore a sleeveless, banded-bodice, marigold-colored wool crepe midi dress from Rodriguez's fall 2015 ready-to-wear collection to her husband's final State of the Union address.",1849632983,Newspapers," Tschorn, Adam
Tschorn
Adam
Adam Tschorn , Tschorn, Adam
Tschorn
Adam
Adam Tschorn",,, (Copyright (c) 2016 Los Angeles Times)," 4280448641 , 109664072 , 7683 , ANGE , LATM2016121833871", News," Dec 18, 2016",0458-3035, English, English, P.9," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849632983?accountid=14496, P.9," First ladies , Clothing , Presidents"," OBAMA, MICHELLE , FASHION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=%7B+FASHION+%7D%3B+Fashionista+in+chief%3B+A+look+over+the+years+at+some+of+First+Lady+Michelle+Obama%27s+most+style-forward+selections.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=P.9&amp;au=Tschorn%2C+Adam&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Cases for immigration lawyers surge as edgy clients brace for Trump,"  Morris Deutsch, of the Washington-based Deutsch, Killea and Eapen law firm, said some of his corporate clients have expressed concern that such visas might be restricted or revoked, based on questions from Trump and some of his allies about whether visa holders take jobs away from American workers.",1849812311,Newspapers," Sullivan, Patricia
Sullivan
Patricia
Patricia Sullivan , Sullivan, Patricia
Sullivan
Patricia
Patricia Sullivan",,," (Copyright The Washington Post Company, Dec 18, 2016)"," 4280965111 , 109674612 , 7653 , TWP , WPXXWP20161218Casesforimmigrationlawyerssurgeasedgycliac7c46e4", News," Dec 18, 2016",0190-8286, English, English, C.3," Washington, D.C.","Dec 18, 2016",The Washington Post,2016,https://search.proquest.com/docview/1849812311?accountid=14496, C.3," Passports & visas , Foreign labor , Immigration , Aliens , Deportation , Attorneys , Political campaigns , United States--US , West Africa", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Cases+for+immigration+lawyers+surge+as+edgy+clients+brace+for+Trump&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=C.3&amp;au=Sullivan%2C+Patricia&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Almost 5,0 migrants died in Mediterranean this year","  ""In the absence of an official, formal arrangement between the E.U. and Libya,"" he said, ""this is not going to stop."" james.mcauley@washpost.com Dan Kitwood Getty Images West African men sit wrapped in survival blankets to keep warm on board the Topaz Responder, MOAS' 'Migrant Offshore Aid Station's' search and rescue vessel as it makes its way to Vibo Valentia, in Italy November 23, 2016 in Pozzollo Italy.\n",1849812666,Newspapers," McAuley, James
McAuley
James
James McAuley , McAuley, James
McAuley
James
James McAuley",,," (Copyright The Washington Post Company, Dec 18, 2016)"," 4280964321 , 109674612 , 7653 , TWP , WPXXWP20161218Almost50migrantsdiedinMediterraneanthisy6ccd7e66", News," Dec 18, 2016",0190-8286, English, English, A.7," Washington, D.C.","Dec 18, 2016",The Washington Post,2016,https://search.proquest.com/docview/1849812666?accountid=14496, A.7," Boating accidents & safety , Criminal sentences , Migration , Manslaughter , Libya , Italy , Europe", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Almost+5%2C0+migrants+died+in+Mediterranean+this+year&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=McAuley%2C+James&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"In Trump pick, right-wing Israelis see a good friend","  Israelis on the right, especially the Jewish settlers and their supporters, were almost giddy with news of the nomination, saying that they hoped the decades-long, bipartisan U.S. policy of condemning the Jewish settlements as ""obstacles to peace"" would soon end.",1849812742,Newspapers," Booth, William
Booth
William
William Booth , Eglash, Ruth
Eglash
Ruth
Ruth Eglash , Booth, William
Booth
William
William Booth , Eglash, Ruth
Eglash
Ruth
Ruth Eglash",,," (Copyright The Washington Post Company, Dec 18, 2016)"," 4280963761 , 109674612 , 7653 , TWP , WPXXWP20161218InTrumppickrightwingIsraelisseeagoodfrie0b3491a0", News," Dec 18, 2016",0190-8286, English, English, A.10," Washington, D.C.","Dec 18, 2016",The Washington Post,2016,https://search.proquest.com/docview/1849812742?accountid=14496, A.10," Nominations , Diplomatic & consular services , Jews , Public officials , Israel , West Bank , United States--US , New York", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=In+Trump+pick%2C+right-wing+Israelis+see+a+good+friend&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Booth%2C+William%3BEglash%2C+Ruth&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"After 'Brexit,' France Is E.U.'s Next Test","  [...]Frexit already happened,"" said a prominent regional Socialist member of Parliament, Jean-David Ciot. Brexit, he said, is ""just a symptom of the rest -- the feeling that we no longer share a common destiny."" Since 2005, said Mr. Verrelle, southern France has been shifting steadily toward the National Front and its opposition to the European Union.",1849815605,Newspapers," Erlanger, Steven
Erlanger
Steven
Steven Erlanger , KIMIKO de FREYTAS-TAMURA
KIMIKO de FREYTAS-TAMURA , Erlanger, Steven
Erlanger
Steven
Steven Erlanger , KIMIKO de FREYTAS-TAMURA
KIMIKO de FREYTAS-TAMURA", NYTIAO," European Union
926110
928120 , International Institute for Strategic Studies
541611"," Copyright New York Times Company Dec 18, 2016"," 4280974341 , 109674552 , 7818 , NYTIAO , NYT , 135038-20161218", News," Dec 18, 2016",0362-4331, English, English, A.6," New York, N.Y.","Dec 18, 2016",New York Times,2016,https://search.proquest.com/docview/1849815605?accountid=14496, A.6," Candidates , Europe , France , Le Pen, Marine",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=After+%27Brexit%2C%27+France+Is+E.U.%27s+Next+Test%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Erlanger%2C+Steven%3BKIMIKO+de+FREYTAS-TAMURA&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Taking on Trump and his university; Lawyers in case saw suit's prominence rise to the national stage.,"  The class-action lawsuit she filed against Donald Trump and his defunct Trump University became a centerpiece of the presidential campaign, featured in debates and on ""Saturday Night Live."" From senior citizens to businesspeople to real estate entrepreneurs, the students had similar stories of being encouraged to max out one, two or three credit cards to pay for Trump University courses, attorney Amber Eck said, or to take out retirement savings, inheritances or home equity credit.",1849816866,Newspapers," Davis, Kristina
Davis
Kristina
Kristina Davis , Davis, Kristina
Davis
Kristina
Kristina Davis",," Trump Entrepreneur Initiative
611410", (Copyright (c) 2016 Los Angeles Times)," 4280977501 , 109664072 , 7683 , ANGE , LATM2016121833878", News," Dec 18, 2016",0458-3035, English, English, C.1," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849816866?accountid=14496, C.1," Attorneys , Presidential elections , Students , Political campaigns"," Wire , TRUMP UNIVERSITY , CLASS ACTION SUITS , ATTORNEYS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Taking+on+Trump+and+his+university%3B+Lawyers+in+case+saw+suit%27s+prominence+rise+to+the+national+stage.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Davis%2C+Kristina&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigrants in the shadows; Many Asians in the U.S. illegally stay silent out of shame or discomfort. But some look to be more politically involved.,"  Many are glad for the relative inattention, even if their future -- especially after the election of Donald Trump, who has vowed to be tough on illegal immigration -- is just as hazy as that of others who are in the U.S. illegally. ""Because Latinos get the brunt of the anti-immigrant backlash, Asians may feel they can stay on the sidelines,"" said Apolonio Morales, political director for the Coalition for Humane Immigrant Rights of Los Angeles. By contrast, illegal immigration has been such a part of the Mexican and Central American experience over the generations that for many families, the phenomenon has become a source of dark humor and shirts with jokey slogans -- a kind of coping mechanism that has inspired Mexican corridos (ballads) and movies.",1849816884,Newspapers," Do, Anh
Do
Anh
Anh Do , Do, Anh
Do
Anh
Anh Do",,, (Copyright (c) 2016 Los Angeles Times)," 4280976661 , 109664072 , 7683 , ANGE , LATM2016121833963", News," Dec 18, 2016",0458-3035, English, English, B.1," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849816884?accountid=14496, B.1," Minority & ethnic groups , Aliens , Immigration policy , Mexico , California , United States--US , East Los Angeles California"," ASIANS , IMMIGRANTS , UNITED STATES , CALIFORNIA , DEMONSTRATIONS , POLITICAL ACTIVISM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Immigrants+in+the+shadows%3B+Many+Asians+in+the+U.S.+illegally+stay+silent+out+of+shame+or+discomfort.+But+some+look+to+be+more+politically+involved.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Do%2C+Anh&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
SINGAPORE; A law-abiding place. Really.,"  Here's a look at some other things you shouldn't do when you visit -- and possible penalties, as compiled by the U.S. State Department ( www.lat.ms/singaporelaws). * Always carry your passport with you.",1849816896,Newspapers," McClure, Rosemary
McClure
Rosemary
Rosemary McClure , McClure, Rosemary
McClure
Rosemary
Rosemary McClure",,, (Copyright (c) 2016 Los Angeles Times)," 4280977451 , 109664072 , 7683 , ANGE , LATM2016121833883", General Information," Dec 18, 2016",0458-3035, English, English, L.7," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849816896?accountid=14496, L.7," Firearms , Imprisonment , Sex crimes"," Sidebar , SINGAPORE , LAW",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=SINGAPORE%3B+A+law-abiding+place.+Really.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=L.7&amp;au=McClure%2C+Rosemary&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Deficit hawk is chosen to direct budget office; Mick Mulvaney might be tighter-fisted than his would-be boss.,"  Strongly anti-establishment, Mulvaney has supported cuts beyond what House Republican leaders preferred and has refused to back deals to raise the government's borrowing limit, recently causing heartburn for current Speaker Paul D. Ryan (R-Wis.).",1849816929,Newspapers,,," Congress
921120", (Copyright (c) 2016 Los Angeles Times)," 4280976981 , 109664072 , 7683 , ANGE , LATM2016121833931", News," Dec 18, 2016",0458-3035, English, English, A.18," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849816929?accountid=14496, A.18," Federal budget , Political campaigns , Bills , Presidents"," Wire , MULVANEY, MICK , BUDGET , DIRECTORS , GOVERNMENT SPENDING , FEDERAL DEFICIT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Deficit+hawk+is+chosen+to+direct+budget+office%3B+Mick+Mulvaney+might+be+tighter-fisted+than+his+would-be+boss.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Leaders are lining up for Trump challenge; In government, education and beyond, officials mobilize to defend 'what we stand for.'","  Other proposals would commit state dollars to defend people without legal immigration status against removal from the U.S. One bill, SB 6 by Sen. Ben Hueso (D-San Diego), who chairs the Legislative Latino Caucus, would provide funding for legal services for those in deportation proceedings.",1849820068,Newspapers," Mason, Melanie
Mason
Melanie
Melanie Mason , Mason, Melanie
Mason
Melanie
Melanie Mason",,, (Copyright (c) 2016 Los Angeles Times)," 4280976651 , 109664072 , 7683 , ANGE , LATM2016121833964", News," Dec 18, 2016",0458-3035, English, English, B.1," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849820068?accountid=14496, B.1," Deportation , Presidents , Advisors , Immigration policy , California , United States--US"," TRUMP, DONALD J , CALIFORNIA , GOVERNMENT OFFICIALS , POLITICAL STRATEGY , IMMIGRANTS , ENVIRONMENT , PRESIDENTIAL ELECTIONS (2016)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Leaders+are+lining+up+for+Trump+challenge%3B+In+government%2C+education+and+beyond%2C+officials+mobilize+to+defend+%27what+we+stand+for.%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Mason%2C+Melanie&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
LETTERS; Readers react to 'ignorant' views,,1849820292,Newspapers,,,, (Copyright (c) 2016 Los Angeles Times)," 4280977401 , 109664072 , 7683 , ANGE , LATM2016121833888", General Information," Dec 18, 2016",0458-3035, English, English, L.8," Los Angeles, Calif.","Dec 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1849820292?accountid=14496, L.8,, Letters to the editor,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LETTERS%3B+Readers+react+to+%27ignorant%27+views&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=L.8&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Chicagoan gives 'Performance' worthy of National Book Award,"  The title evokes a Kafka story called ""A Report to an Academy,"" about an African ape captured by European explorers and taken on a ship and tortured.",1849841559,Newspapers," Rooney, Kathleen
Rooney
Kathleen
Kathleen Rooney , Rooney, Kathleen
Rooney
Kathleen
Kathleen Rooney",,, (Copyright 2016 by the Chicago Tribune)," 4281083531 , 109676672 , 7684 , CTRB , TRIB20161217272236570", News," Dec 18, 2016",1085-6706, English, English, 9," Chicago, Ill.","Dec 18, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1849841559?accountid=14496, 9," Books , Book awards"," BOOK , INTERVIEW",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Chicagoan+gives+%27Performance%27+worthy+of+National+Book+Award%3A+Daniel+Borzutzky+gives+voice+to+readers%27+anger&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=9&amp;au=Rooney%2C+Kathleen&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Cabdrivers struggle as ride-sharing rises,"  Unlike ride-share companies, which allow people to order and pay for rides through an app and get rides from drivers using personal vehicles, cabs are required to have a city-issued medallion affixed to the hood of a vehicle, and drivers must pay to get a chauffeur's license from the city in a process that includes fingerprinting for a criminal background check, completion of a training program at Olive-Harvey College and an exam.",1849841731,Newspapers," Vivanco, Leonor
Vivanco
Leonor
Leonor Vivanco , Vivanco, Leonor
Vivanco
Leonor
Leonor Vivanco",,, (Copyright 2016 by the Chicago Tribune)," 4281085371 , 109676672 , 7684 , CTRB , TRIB20161217272237241", News," Dec 18, 2016",1085-6706, English, English, 1," Chicago, Ill.","Dec 18, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1849841731?accountid=14496, 1," Taxicabs , Licenses , Litigation , Car pools , Ride sharing services , Chicago Illinois",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Cabdrivers+struggle+as+ride-sharing+rises%3A+Medallions%27+value+plummets+to+%2466K+from+%24349K+peak&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=1&amp;au=Vivanco%2C+Leonor&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Why 2016 Was a Watershed Year for Tech; Companies sparred with governments globally as they faced criticism, unprecedented scrutiny","  Beyond their worth in the eyes of investors, Apple Inc., Google parent Alphabet Inc., Microsoft Corp., Amazon.com Inc., and Facebook Inc. also are powerful forces in everyday lives. A handful of enterprise tech companies did go public, but the really big fish, including Uber Technologies Inc. and Airbnb Inc., remained on the sidelines.",1849905435,Newspapers," Mims, Christopher
Mims
Christopher
Christopher Mims , Mims, Christopher
Mims
Christopher
Christopher Mims",," Google Inc
519130 , Microsoft Corp
511210
334614 , Alphabet Inc
551114 , Amazon.com Inc
454111 , Facebook Inc
519130
518210"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4281218391 , 109673232 , 117310 , WSJO , WSJOWSJO20161218000020161218ecci000p1", News," Dec 18, 2016",, English, English, n/a," New York, N.Y.","Dec 18, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1849905435?accountid=14496, n/a," Going public , Startups , Institutional investments , United States--US , Trump, Donald J , Apple Watch",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Why+2016+Was+a+Watershed+Year+for+Tech%3B+Companies+sparred+with+governments+globally+as+they+faced+criticism%2C+unprecedented+scrutiny&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-12-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Mims%2C+Christopher&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
CITY &amp; STATE; Hundreds march in L.A. on eve of electoral vote,"  A coalition of activist groups on Sunday took to the streets of downtown Los Angeles to protest against some of the labor and immigration policies proposed by President-elect Donald Trump, a day before he is expected to officially claim victory in the nation's presidential contest.",1850025162,Newspapers," Panzar, Javier
Panzar
Javier
Javier Panzar , Panzar, Javier
Panzar
Javier
Javier Panzar",,, (Copyright (c) 2016 Los Angeles Times)," 4281519401 , 109684162 , 7683 , ANGE , LATM2016121934007", News," Dec 19, 2016",0458-3035, English, English, B.3," Los Angeles, Calif.","Dec 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1850025162?accountid=14496, B.3," Immigration policy , Activism , Aliens , Fines & penalties , Political campaigns , Election results , Presidential elections , California"," TRUMP, DONALD J , LOS ANGELES , DEMONSTRATIONS , ELECTORAL COLLEGE",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3B+STATE%3B+Hundreds+march+in+L.A.+on+eve+of+electoral+vote&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-12-19&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Panzar%2C+Javier&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
