document,topic,gamma,document_number,year,StoreId,Title,Abstract,subjectTerms
418,1,0.9993519437604292,418,2008,422226928,1 in 4 quit high school in California; State officials release results of a new system that tracks dropouts. But the numbers tell only part of the story.,"Deploying a long-promised tool to track high school dropouts, the state released numbers Wednesday estimating that 1 in 4 California students -- and 1 in 3 in Los Angeles -- quit school. Jack O'Connell, state superintendent of public instruction, presented the new data, based on the 2006-07 school year, as a quantum leap forward in understanding the nature of the dropout problem.","School districts , Secondary school students , Secondary schools , Black students , Academic standards , School dropouts , Public schools , California , Los Angeles California"
8138,1,0.9993298453324525,8138,2016,1809235779,Reaching their STEM potential; Rigorous programs prepare minority students for college.,"  According to the program's internal data, 72% of students who attended the Summer Academy in 2012-2015 have graduated in STEM fields or are in college and on track to do so.","Secondary school students , Higher education , Low income groups , Core curriculum , Science , Secondary schools , Asian Americans , Workforce , Hispanic students , STEM education"
1731,1,0.9993231034596972,1731,2010,375561013,New York Charter Schools Lag in Enrolling Hispanics,"(Excluding high schools, blacks make up 62 percent of the charter schools' enrollment.) Lillian Rodriguez Lopez, the president of the Hispanic Federation, a network of social service organizations, has been supportive of Mayor Michael R. Bloomberg's changes in school governance, but she said the low enrollment of Latino students was a worrisome sign, particularly because the mayor and Chancellor Joel I. Klein praise the charter schools as beacons of success.","Hispanic students , Black students , Enrollments , Demographics , Charter schools , New York City New York"
3313,1,0.9992685072877473,3313,2012,920764180,Suburban Schools Lag as Bilingual Needs Grow,"52 percent -- now live in Chicago's suburbs, the 2010 Census showed, while 38 percent live in the city. Since 2005, about 25 percent of suburban school districts have seen the number of English-language learners double -- in Plainfield School District 202, they have more than tripled, to about 2,082 in 2011 from about 674 in 2005.","School districts , School boards , Hispanics , Learning , Teaching , Reading , Multicultural education , School superintendents , Bilingualism , Statistical data"
3155,1,0.9991573684362048,3155,2011,905950285,"In New York, Mexicans Lag In Education",[...] these rates are significantly worse than those of the broader Mexican immigrant population in the United States. Many young illegal immigrants in New York City say there is no point in staying in school because their lack of legal status limits their access to college scholarships and employment opportunities.,"School dropouts , Hispanic students , Immigrant students , Secondary schools , Colleges & universities , New York City New York"
2627,1,0.9991435677119421,2627,2011,865169333,New approach to bilingual teaching; Dual-language immersion targets both immigrant and native-born students.,"In a 2008 review of more than 500 studies on English-language learners, Stanford University education professor Claude Goldenberg wrote that one major consistent finding was that learning to read in a child's first language boosts reading achievement in the second language. Advocates of traditional bilingual programs, meanwhile, have hailed dual immersion for mixing English learners with native English speakers instead of isolating them in special classrooms.","Students , Learning , Reading instruction , Linguistics , School systems , Bilingual education , English as a second language--ESL , Reading comprehension , California"
3292,1,0.9991293627158384,3292,2012,918716949,Study of Census Results Finds That Residential Segregation Is Down Sharply,"[...] the authors said, ""there is every reason to relish the fact that there is more freedom in housing today than 50 years ago and to applaud those who fought to create the change.""","Desegregation , Census of Population , Housing discrimination , Studies , Gentrification , Immigration , United States--US"
5646,1,0.9991112976043084,5646,2014,1544270829,Immigrants Who Speak Indigenous Mexican Languages Encounter Isolation,"  About a decade ago, the staff at Little Sisters of the Assumption Family Health Service, an organization in East Harlem that provides services to the poor, noticed that an increasing number of the students enrolling in its English as a second language classes were not only indigenous language speakers from Latin America but were also illiterate.","Aliens , Immigration policy , Diplomatic & consular services , Foreign language instruction , Native languages , Mexico , New York City New York , Latin America"
1417,1,0.9990819011994604,1417,2010,422449600,"More Latinos are leaving home for college; Some find it hard to break from tradition, but they and their families see benefits.","Since 1975, the share of Latino freshmen at four-year colleges who choose schools more than 50 miles from home has risen to nearly 59% from about 46%, and the share who attend such colleges within 10 miles of home dropped to 15% from 30%, according to a study by UCLA's Higher Education Research Institute.","Hispanic Americans , Community colleges , College students , Hispanic students"
4564,1,0.9990673547082313,4564,2013,1353009410,"Poverty's new address is in suburbs; The number of poor is higher than in urban areas, a study shows, though the percentage is greater in cities.","  [...]while the number of poor people in suburban areas now outstrips those in urban centers, the average U.S. suburb still has a much smaller percentage of its people living in poverty -- [...]fact, programs combating poverty have historically been geared toward cities, such as revitalizing urban neighborhoods.","Neighborhoods , Suburban areas , Poverty , California , United States--US"
